id,sex,age,height,weight,headband,college,tattoos,tchests,parrots,favorite.pirate,sword.type,eyepatch,sword.time,beard.length,fav.pixar,grogg,favorite.sea
397,female,31.0,160.74,65.9,yes,CCCC,6.0,14.0,1,Lewis Scot,cutlass,1.0,0.02,1.0,WALL-E,8.0,
398,female,27.0,160.7,57.6,yes,CCCC,11.0,14.0,1,Lewis Scot,cutlass,1.0,0.21,0.0,Toy Story 2,14.0,
399,other,24.0,172.49,62.5,yes,CCCC,8.0,47.0,1,Lewis Scot,cutlass,0.0,0.11,7.0,Finding Nemo,7.0,
400,other,32.0,156.07,58.3,no,CCCC,7.0,19.0,2,Hook,sabre,1.0,5.71,12.0,Up,12.0,
401,female,28.0,163.18,61.9,yes,JSSFP,9.0,15.0,0,Hook,cutlass,1.0,0.16,0.0,Inside Out,11.0,
402,female,29.0,165.49,67.1,yes,JSSFP,8.0,35.0,7,Hook,scimitar,0.0,7.57,0.0,A Bug's Life,12.0,
403,male,24.0,171.85,73.1,yes,CCCC,13.0,2.0,1,Jack Sparrow,cutlass,1.0,2.17,23.0,Inside Out,8.0,
404,female,33.0,160.21,65.0,no,JSSFP,3.0,12.0,0,Jack Sparrow,sabre,1.0,7.86,1.0,Up,11.0,
405,female,25.0,166.87,69.2,yes,CCCC,10.0,6.0,0,Edward Low,cutlass,0.0,0.19,0.0,Up,13.0,
406,female,21.0,151.46,61.7,no,CCCC,1.0,3.0,3,Anicetus,sabre,1.0,0.78,1.0,Up,14.0,
407,female,36.0,161.84,61.5,no,JSSFP,8.0,24.0,1,Jack Sparrow,banana,1.0,6.54,1.0,Monsters University,4.0,
408,female,25.0,160.26,62.2,yes,CCCC,8.0,24.0,6,Blackbeard,cutlass,1.0,0.77,1.0,WALL-E,12.0,
409,male,28.0,200.57,96.7,yes,CCCC,7.0,10.0,0,Jack Sparrow,cutlass,1.0,1.21,15.0,Inside Out,7.0,
410,female,27.0,165.05,60.7,yes,CCCC,7.0,0.0,7,Hook,cutlass,1.0,0.22,1.0,Inside Out,10.0,
411,female,28.0,169.67,67.7,yes,CCCC,10.0,14.0,8,Jack Sparrow,cutlass,1.0,0.03,0.0,Inside Out,10.0,
412,female,32.0,176.51,77.1,yes,JSSFP,7.0,52.0,7,Edward Low,scimitar,1.0,9.13,0.0,Inside Out,9.0,
413,female,28.0,162.51,62.6,yes,CCCC,11.0,3.0,3,Jack Sparrow,cutlass,1.0,0.12,1.0,Finding Nemo,8.0,
414,female,20.0,185.9,80.7,yes,CCCC,9.0,1.0,3,Blackbeard,cutlass,1.0,0.37,0.0,"Monsters, Inc.",11.0,
415,other,16.0,174.12,73.4,yes,CCCC,11.0,4.0,0,Jack Sparrow,cutlass,1.0,0.06,12.0,Inside Out,12.0,
416,male,29.0,170.47,66.4,yes,CCCC,11.0,15.0,2,Jack Sparrow,cutlass,1.0,0.1,18.0,Monsters University,9.0,
417,male,27.0,162.35,61.6,yes,CCCC,10.0,25.0,4,Jack Sparrow,cutlass,0.0,0.07,19.0,Finding Nemo,10.0,
418,other,28.0,169.84,76.2,yes,CCCC,12.0,22.0,0,Anicetus,cutlass,1.0,0.07,12.0,Inside Out,15.0,
419,male,18.0,172.78,70.3,yes,CCCC,9.0,0.0,2,Anicetus,cutlass,0.0,0.49,21.0,Toy Story 3,12.0,
420,female,35.0,170.7,68.8,yes,JSSFP,4.0,10.0,2,Edward Low,cutlass,1.0,1.09,0.0,Toy Story 2,8.0,
421,female,26.0,171.92,68.6,yes,CCCC,15.0,3.0,3,Anicetus,cutlass,0.0,0.47,1.0,"Monsters, Inc.",11.0,
422,female,29.0,181.25,78.3,yes,CCCC,7.0,4.0,4,Edward Low,cutlass,1.0,1.4,1.0,WALL-E,10.0,
423,female,31.0,144.93,45.6,yes,CCCC,12.0,60.0,9,Blackbeard,cutlass,1.0,0.72,1.0,A Bug's Life,9.0,
424,female,30.0,161.54,61.3,yes,JSSFP,15.0,7.0,4,Lewis Scot,cutlass,0.0,0.7,1.0,Finding Nemo,11.0,
425,male,38.0,183.5,88.3,yes,JSSFP,14.0,40.0,1,Anicetus,cutlass,1.0,0.14,18.0,Inside Out,9.0,
426,male,23.0,171.57,78.7,yes,CCCC,11.0,3.0,2,Jack Sparrow,cutlass,0.0,0.22,22.0,Finding Nemo,16.0,
427,female,33.0,172.98,65.9,yes,JSSFP,7.0,5.0,3,Edward Low,cutlass,0.0,1.06,0.0,Finding Nemo,12.0,
428,female,23.0,171.88,73.7,yes,CCCC,11.0,18.0,2,Blackbeard,cutlass,1.0,0.59,0.0,Inside Out,9.0,
429,male,20.0,195.08,88.9,no,CCCC,4.0,28.0,0,Jack Sparrow,banana,1.0,5.23,8.0,Inside Out,12.0,
430,male,26.0,201.31,98.6,yes,CCCC,4.0,7.0,1,Jack Sparrow,cutlass,1.0,0.9,14.0,WALL-E,9.0,
431,male,28.0,172.49,74.5,yes,CCCC,7.0,23.0,1,Jack Sparrow,banana,0.0,2.2,20.0,Toy Story,4.0,
432,female,27.0,160.81,64.0,yes,CCCC,9.0,25.0,2,Blackbeard,cutlass,1.0,0.13,0.0,Inside Out,12.0,
433,male,35.0,196.28,90.2,yes,JSSFP,5.0,12.0,0,Jack Sparrow,cutlass,1.0,0.09,15.0,Inside Out,14.0,
434,male,37.0,180.6,71.6,yes,JSSFP,12.0,10.0,1,Jack Sparrow,cutlass,1.0,0.95,12.0,Monsters University,11.0,
435,female,22.0,148.75,57.0,yes,CCCC,10.0,9.0,4,Jack Sparrow,cutlass,1.0,0.9,1.0,Inside Out,12.0,
436,female,33.0,143.67,56.1,no,JSSFP,4.0,37.0,8,Hook,banana,1.0,3.07,0.0,Inside Out,15.0,
437,female,29.0,168.49,72.2,yes,CCCC,13.0,32.0,1,Edward Low,cutlass,1.0,1.1,1.0,Inside Out,6.0,
438,male,27.0,183.14,81.5,yes,CCCC,8.0,4.0,2,Jack Sparrow,cutlass,1.0,0.79,23.0,Inside Out,15.0,
439,male,20.0,177.32,75.7,yes,CCCC,11.0,10.0,1,Jack Sparrow,cutlass,1.0,0.6,27.0,Inside Out,11.0,
440,male,32.0,168.98,70.3,yes,JSSFP,17.0,9.0,3,Blackbeard,banana,0.0,1.55,33.0,Up,9.0,
441,female,22.0,155.48,64.5,yes,CCCC,14.0,12.0,0,Blackbeard,cutlass,1.0,1.04,1.0,Inside Out,11.0,
442,male,25.0,170.64,68.8,yes,CCCC,7.0,6.0,8,Jack Sparrow,cutlass,1.0,0.28,18.0,Cars,4.0,
443,male,34.0,169.52,73.0,yes,JSSFP,8.0,26.0,3,Jack Sparrow,cutlass,1.0,0.36,19.0,Inside Out,15.0,
444,male,16.0,188.67,81.2,yes,CCCC,8.0,2.0,2,Jack Sparrow,cutlass,1.0,0.1,13.0,Inside Out,7.0,
445,female,29.0,167.91,70.4,yes,CCCC,9.0,2.0,13,Blackbeard,cutlass,1.0,0.05,0.0,WALL-E,12.0,
446,male,29.0,180.37,76.6,no,CCCC,4.0,4.0,1,Jack Sparrow,sabre,1.0,3.8,20.0,"Monsters, Inc.",10.0,
447,female,29.0,169.93,71.3,no,JSSFP,7.0,36.0,3,Blackbeard,sabre,0.0,7.45,0.0,Finding Nemo,11.0,
448,male,15.0,172.66,66.7,yes,CCCC,6.0,5.0,2,Jack Sparrow,sabre,1.0,7.64,16.0,Inside Out,12.0,
449,male,39.0,158.44,63.4,no,JSSFP,9.0,3.0,1,Anicetus,scimitar,1.0,23.52,20.0,"Monsters, Inc.",11.0,
450,other,17.0,167.02,62.1,no,CCCC,2.0,16.0,1,Blackbeard,sabre,1.0,0.93,4.0,Inside Out,12.0,
451,male,23.0,176.02,70.9,yes,CCCC,8.0,9.0,0,Jack Sparrow,cutlass,1.0,1.09,25.0,Up,6.0,
452,female,32.0,168.64,59.2,yes,JSSFP,7.0,12.0,5,Blackbeard,cutlass,0.0,0.1,1.0,Monsters University,13.0,
453,female,25.0,170.81,71.7,yes,CCCC,6.0,2.0,1,Hook,scimitar,0.0,2.91,0.0,Monsters University,11.0,
454,female,34.0,153.23,44.4,yes,JSSFP,8.0,16.0,6,Blackbeard,cutlass,1.0,1.59,0.0,Toy Story 3,11.0,
455,male,31.0,173.92,67.5,yes,JSSFP,9.0,33.0,8,Jack Sparrow,cutlass,1.0,1.28,19.0,The Incredibles,13.0,
456,male,36.0,165.9,67.6,yes,JSSFP,9.0,5.0,1,Jack Sparrow,cutlass,1.0,0.18,24.0,Monsters University,16.0,
457,male,24.0,169.44,75.7,yes,CCCC,6.0,13.0,4,Jack Sparrow,cutlass,1.0,0.64,23.0,WALL-E,13.0,
458,female,16.0,157.06,52.8,yes,CCCC,10.0,27.0,2,Hook,cutlass,1.0,1.09,2.0,Inside Out,10.0,
459,male,23.0,180.96,76.6,yes,CCCC,10.0,13.0,1,Jack Sparrow,cutlass,1.0,0.18,24.0,Inside Out,11.0,
460,female,31.0,185.91,83.6,yes,CCCC,9.0,3.0,3,Hook,cutlass,0.0,0.65,0.0,Finding Nemo,15.0,
461,female,30.0,160.33,54.5,yes,CCCC,13.0,147.0,3,Jack Sparrow,cutlass,1.0,0.05,0.0,"Monsters, Inc.",3.0,
462,female,25.0,155.25,61.1,yes,CCCC,4.0,19.0,3,Edward Low,cutlass,1.0,1.21,0.0,Inside Out,10.0,
463,male,24.0,173.7,76.0,yes,CCCC,12.0,53.0,1,Jack Sparrow,cutlass,1.0,0.74,20.0,Inside Out,7.0,
464,male,27.0,183.4,84.2,no,CCCC,3.0,7.0,2,Blackbeard,sabre,1.0,4.56,13.0,WALL-E,10.0,
465,male,28.0,158.58,61.0,yes,CCCC,10.0,5.0,1,Jack Sparrow,cutlass,1.0,0.2,20.0,Up,19.0,
466,female,32.0,154.13,55.5,yes,JSSFP,9.0,34.0,1,Blackbeard,cutlass,0.0,0.18,0.0,Inside Out,8.0,
467,female,26.0,158.21,47.6,no,CCCC,2.0,1.0,1,Anicetus,banana,1.0,47.06,0.0,Inside Out,12.0,
468,female,27.0,149.71,55.2,yes,CCCC,9.0,5.0,3,Blackbeard,cutlass,0.0,1.22,0.0,Toy Story,9.0,
469,male,25.0,195.06,94.2,yes,CCCC,9.0,36.0,1,Jack Sparrow,cutlass,0.0,0.57,21.0,Finding Nemo,10.0,
470,male,23.0,163.9,65.1,yes,CCCC,15.0,1.0,2,Jack Sparrow,cutlass,1.0,0.16,23.0,Toy Story 2,8.0,
471,male,26.0,185.07,79.8,yes,CCCC,8.0,80.0,1,Jack Sparrow,cutlass,0.0,0.17,14.0,Monsters University,8.0,
472,male,27.0,172.86,71.2,yes,CCCC,11.0,8.0,1,Jack Sparrow,cutlass,0.0,0.2,19.0,Finding Nemo,9.0,
473,male,22.0,178.26,75.5,yes,CCCC,9.0,35.0,8,Jack Sparrow,cutlass,0.0,0.2,18.0,Finding Nemo,8.0,
474,male,17.0,199.34,97.6,yes,CCCC,13.0,67.0,3,Jack Sparrow,cutlass,1.0,0.51,28.0,Monsters University,9.0,
475,male,19.0,157.38,57.0,yes,CCCC,9.0,10.0,0,Jack Sparrow,cutlass,0.0,0.01,12.0,Up,4.0,
476,female,31.0,182.03,76.6,yes,JSSFP,10.0,4.0,1,Jack Sparrow,cutlass,0.0,0.85,0.0,Monsters University,14.0,
477,male,24.0,168.3,75.4,yes,CCCC,9.0,5.0,1,Jack Sparrow,cutlass,1.0,1.6,15.0,Monsters University,7.0,
478,male,24.0,175.82,76.7,yes,CCCC,8.0,12.0,6,Jack Sparrow,cutlass,0.0,0.0,15.0,Toy Story 2,13.0,
479,female,26.0,160.75,60.7,yes,CCCC,6.0,5.0,1,Jack Sparrow,cutlass,0.0,0.1,0.0,Monsters University,11.0,
480,male,19.0,166.53,62.4,yes,CCCC,12.0,12.0,1,Jack Sparrow,cutlass,0.0,0.49,28.0,Finding Nemo,8.0,
481,female,27.0,150.3,51.6,yes,CCCC,10.0,10.0,1,Anicetus,sabre,1.0,0.22,1.0,Up,9.0,
482,male,19.0,166.6,65.9,yes,CCCC,10.0,13.0,3,Jack Sparrow,cutlass,1.0,0.44,15.0,Inside Out,7.0,
483,female,39.0,166.94,62.2,no,JSSFP,7.0,19.0,0,Blackbeard,scimitar,0.0,7.19,0.0,Finding Nemo,8.0,
484,male,21.0,176.31,78.7,yes,CCCC,9.0,16.0,2,Jack Sparrow,cutlass,0.0,0.62,23.0,"Monsters, Inc.",15.0,
485,male,27.0,173.5,82.6,yes,CCCC,12.0,3.0,0,Jack Sparrow,cutlass,0.0,0.05,30.0,Finding Nemo,8.0,
486,male,32.0,174.57,67.7,yes,JSSFP,7.0,3.0,2,Jack Sparrow,cutlass,0.0,1.86,16.0,Finding Nemo,12.0,
487,male,30.0,175.33,75.1,yes,CCCC,15.0,4.0,1,Anicetus,cutlass,0.0,1.09,24.0,Cars 2,14.0,
488,other,25.0,174.43,71.9,no,CCCC,4.0,13.0,2,Blackbeard,cutlass,1.0,0.44,13.0,Inside Out,13.0,
489,female,31.0,148.32,54.0,yes,CCCC,12.0,32.0,3,Anicetus,cutlass,1.0,0.27,2.0,Inside Out,11.0,
490,male,18.0,184.84,86.3,yes,CCCC,12.0,5.0,1,Jack Sparrow,cutlass,1.0,0.08,22.0,Up,9.0,
491,male,22.0,183.11,87.8,yes,CCCC,12.0,20.0,2,Jack Sparrow,cutlass,1.0,0.04,24.0,Inside Out,15.0,
492,male,24.0,178.42,75.0,yes,CCCC,7.0,14.0,0,Jack Sparrow,cutlass,0.0,0.54,14.0,Finding Nemo,6.0,
493,male,27.0,159.6,68.0,yes,CCCC,6.0,134.0,6,Blackbeard,cutlass,1.0,0.76,17.0,Inside Out,9.0,
494,female,36.0,174.52,76.6,yes,JSSFP,6.0,11.0,1,Lewis Scot,cutlass,1.0,0.6,1.0,The Incredibles,4.0,
495,female,21.0,169.71,64.7,yes,CCCC,14.0,33.0,3,Hook,cutlass,1.0,0.21,0.0,Inside Out,9.0,
496,male,11.0,174.26,74.3,yes,CCCC,10.0,17.0,0,Jack Sparrow,sabre,0.0,0.1,31.0,Finding Nemo,11.0,
497,female,35.0,173.75,65.9,yes,JSSFP,14.0,2.0,0,Anicetus,cutlass,1.0,0.02,0.0,Inside Out,9.0,
498,male,15.0,190.24,84.3,yes,CCCC,8.0,3.0,2,Jack Sparrow,cutlass,0.0,1.26,6.0,Finding Nemo,12.0,
499,male,20.0,183.95,72.9,yes,CCCC,7.0,28.0,12,Jack Sparrow,cutlass,1.0,0.27,10.0,The Incredibles,10.0,
500,female,34.0,164.41,68.7,yes,JSSFP,10.0,129.0,16,Edward Low,cutlass,1.0,0.44,0.0,Inside Out,8.0,
501,female,35.0,168.06,63.8,yes,JSSFP,8.0,13.0,1,Lewis Scot,cutlass,1.0,1.16,0.0,Inside Out,16.0,
502,male,32.0,180.97,81.7,yes,JSSFP,8.0,72.0,14,Blackbeard,cutlass,1.0,0.85,19.0,Up,10.0,
503,male,31.0,172.55,68.7,yes,JSSFP,11.0,26.0,6,Jack Sparrow,cutlass,1.0,0.09,29.0,Inside Out,9.0,
504,female,25.0,158.21,56.8,yes,CCCC,10.0,11.0,3,Anicetus,cutlass,1.0,0.9,0.0,Toy Story 3,13.0,
505,female,27.0,156.34,62.6,no,CCCC,6.0,74.0,2,Jack Sparrow,banana,1.0,4.89,0.0,Monsters University,14.0,
506,male,25.0,195.36,90.4,yes,CCCC,5.0,21.0,3,Jack Sparrow,cutlass,1.0,0.45,9.0,Monsters University,13.0,
507,male,25.0,164.53,61.9,yes,CCCC,10.0,3.0,5,Jack Sparrow,cutlass,1.0,0.51,16.0,Up,5.0,
508,male,27.0,182.51,81.1,yes,CCCC,8.0,39.0,4,Jack Sparrow,cutlass,0.0,0.76,22.0,Up,7.0,
509,female,29.0,160.18,66.5,yes,JSSFP,7.0,54.0,0,Jack Sparrow,cutlass,0.0,1.72,0.0,Monsters University,11.0,
510,male,24.0,171.92,68.5,yes,CCCC,12.0,53.0,1,Jack Sparrow,cutlass,0.0,0.47,25.0,Finding Nemo,8.0,
511,female,17.0,156.89,62.9,yes,CCCC,8.0,8.0,1,Hook,cutlass,0.0,0.37,0.0,Monsters University,12.0,
512,male,29.0,192.45,84.2,yes,CCCC,7.0,1.0,0,Jack Sparrow,cutlass,1.0,1.6,17.0,Up,10.0,
513,female,29.0,138.52,49.3,yes,CCCC,12.0,51.0,0,Hook,cutlass,1.0,1.36,0.0,The Incredibles,7.0,
514,female,31.0,176.61,76.2,no,CCCC,7.0,5.0,2,Blackbeard,banana,0.0,21.42,1.0,Monsters University,11.0,
515,female,26.0,157.34,57.0,yes,CCCC,11.0,29.0,4,Jack Sparrow,sabre,1.0,2.55,0.0,Monsters University,11.0,
516,male,21.0,199.47,93.4,yes,CCCC,8.0,14.0,1,Jack Sparrow,cutlass,1.0,0.27,21.0,Monsters University,10.0,
517,female,28.0,163.13,58.4,yes,CCCC,10.0,5.0,1,Anicetus,cutlass,1.0,0.8,0.0,"Monsters, Inc.",11.0,
518,female,27.0,153.52,53.3,yes,CCCC,9.0,21.0,3,Blackbeard,sabre,1.0,5.84,0.0,Monsters University,18.0,
519,male,30.0,182.27,77.9,yes,CCCC,11.0,11.0,2,Jack Sparrow,cutlass,1.0,0.48,28.0,"Monsters, Inc.",8.0,
520,female,35.0,158.68,62.3,yes,JSSFP,10.0,38.0,4,Hook,cutlass,0.0,1.53,0.0,Inside Out,7.0,
521,male,28.0,158.35,53.8,yes,CCCC,5.0,18.0,1,Jack Sparrow,cutlass,1.0,0.58,20.0,Inside Out,8.0,
522,female,39.0,166.2,66.0,yes,JSSFP,11.0,8.0,3,Edward Low,scimitar,1.0,4.55,0.0,"Monsters, Inc.",14.0,
523,male,23.0,169.74,67.7,yes,CCCC,15.0,1.0,0,Jack Sparrow,cutlass,1.0,0.39,29.0,Up,15.0,
524,other,29.0,163.13,64.3,yes,JSSFP,11.0,27.0,1,Blackbeard,cutlass,1.0,0.59,19.0,Inside Out,8.0,
525,female,26.0,169.18,66.4,yes,CCCC,4.0,18.0,0,Edward Low,cutlass,1.0,0.14,0.0,The Incredibles,5.0,
526,male,14.0,171.5,71.1,no,CCCC,5.0,13.0,3,Jack Sparrow,banana,1.0,53.22,11.0,"Monsters, Inc.",9.0,
527,male,20.0,179.23,84.4,yes,CCCC,9.0,7.0,1,Blackbeard,cutlass,1.0,1.03,23.0,"Monsters, Inc.",10.0,
528,female,29.0,150.74,52.5,yes,CCCC,9.0,10.0,2,Edward Low,cutlass,1.0,2.65,0.0,The Incredibles,5.0,
529,other,26.0,161.49,63.2,yes,CCCC,9.0,36.0,1,Anicetus,cutlass,0.0,1.07,18.0,Finding Nemo,12.0,
530,male,29.0,172.46,66.1,yes,JSSFP,11.0,46.0,2,Jack Sparrow,cutlass,0.0,0.49,27.0,Up,8.0,
531,female,35.0,162.47,68.6,yes,JSSFP,11.0,16.0,4,Jack Sparrow,cutlass,1.0,0.97,0.0,Inside Out,10.0,
532,male,25.0,184.63,81.2,yes,CCCC,11.0,52.0,5,Jack Sparrow,cutlass,1.0,3.99,20.0,WALL-E,12.0,
533,male,30.0,189.22,86.4,yes,JSSFP,8.0,6.0,3,Hook,cutlass,1.0,0.39,20.0,Monsters University,14.0,
534,female,33.0,148.47,53.0,yes,JSSFP,12.0,39.0,4,Hook,cutlass,1.0,1.15,0.0,Monsters University,10.0,
535,male,29.0,172.55,77.1,yes,CCCC,14.0,3.0,4,Jack Sparrow,cutlass,0.0,1.63,22.0,WALL-E,9.0,
536,male,22.0,191.63,90.1,yes,CCCC,7.0,16.0,3,Jack Sparrow,cutlass,0.0,0.05,20.0,Finding Nemo,8.0,
537,female,22.0,171.29,66.7,yes,CCCC,10.0,17.0,3,Blackbeard,cutlass,1.0,0.32,0.0,Toy Story 3,8.0,
538,male,28.0,173.52,68.2,yes,CCCC,12.0,4.0,0,Jack Sparrow,cutlass,1.0,0.92,16.0,Up,14.0,
539,female,31.0,172.31,69.3,yes,CCCC,9.0,3.0,1,Blackbeard,sabre,0.0,0.46,1.0,Finding Nemo,9.0,
540,female,36.0,167.84,76.4,yes,JSSFP,6.0,21.0,1,Hook,cutlass,1.0,0.79,0.0,Up,17.0,
541,female,30.0,148.83,52.1,yes,JSSFP,9.0,19.0,9,Blackbeard,cutlass,1.0,0.09,2.0,"Monsters, Inc.",10.0,
542,male,21.0,182.62,81.2,yes,CCCC,5.0,33.0,2,Jack Sparrow,cutlass,1.0,0.05,23.0,Inside Out,7.0,
543,female,26.0,176.13,71.4,yes,CCCC,9.0,1.0,1,Blackbeard,cutlass,1.0,1.1,1.0,The Incredibles,4.0,
544,male,20.0,187.04,87.3,yes,CCCC,11.0,36.0,1,Jack Sparrow,cutlass,1.0,0.08,15.0,Inside Out,11.0,
545,female,36.0,167.8,57.1,yes,JSSFP,11.0,10.0,0,Jack Sparrow,cutlass,1.0,0.7,1.0,Up,4.0,
546,other,24.0,169.39,69.9,no,CCCC,2.0,27.0,8,Jack Sparrow,scimitar,1.0,19.24,7.0,The Incredibles,10.0,
547,other,30.0,169.76,73.9,yes,JSSFP,12.0,64.0,2,Edward Low,cutlass,0.0,1.01,10.0,Finding Nemo,7.0,
548,female,27.0,166.94,65.6,yes,CCCC,6.0,0.0,2,Hook,scimitar,1.0,0.56,0.0,Up,10.0,
549,other,28.0,171.78,69.8,yes,CCCC,8.0,33.0,5,Anicetus,cutlass,1.0,0.35,18.0,Cars,11.0,
550,male,20.0,179.01,80.6,yes,CCCC,8.0,8.0,4,Jack Sparrow,cutlass,1.0,0.37,14.0,Toy Story 2,2.0,
551,female,27.0,177.0,66.1,yes,CCCC,5.0,6.0,1,Blackbeard,cutlass,0.0,1.95,1.0,WALL-E,8.0,
552,female,24.0,175.87,78.7,yes,CCCC,10.0,37.0,3,Anicetus,cutlass,0.0,0.75,1.0,A Bug's Life,11.0,
553,female,24.0,163.57,67.1,yes,CCCC,9.0,8.0,0,Jack Sparrow,cutlass,1.0,0.14,0.0,Up,8.0,
554,female,24.0,167.67,66.1,yes,CCCC,9.0,17.0,3,Hook,cutlass,1.0,0.79,0.0,WALL-E,14.0,
555,female,26.0,172.41,71.6,yes,CCCC,7.0,18.0,0,Blackbeard,cutlass,0.0,0.65,0.0,Up,11.0,
556,male,19.0,168.05,70.6,yes,CCCC,14.0,33.0,5,Jack Sparrow,cutlass,0.0,0.78,27.0,Toy Story,12.0,
557,male,26.0,180.91,72.3,yes,CCCC,11.0,10.0,3,Jack Sparrow,cutlass,1.0,0.42,19.0,Inside Out,12.0,
558,male,19.0,164.23,68.2,yes,CCCC,8.0,1.0,2,Lewis Scot,cutlass,1.0,0.17,20.0,Ratatouille,9.0,
559,female,31.0,161.02,66.6,yes,JSSFP,13.0,57.0,2,Hook,cutlass,1.0,0.29,0.0,Inside Out,8.0,
560,female,31.0,157.67,55.8,yes,CCCC,9.0,39.0,6,Edward Low,cutlass,0.0,0.08,0.0,Finding Nemo,9.0,
561,male,20.0,188.89,85.2,no,CCCC,8.0,14.0,4,Jack Sparrow,cutlass,1.0,0.23,28.0,Inside Out,6.0,
562,male,27.0,165.95,66.4,yes,CCCC,7.0,3.0,10,Blackbeard,cutlass,1.0,0.72,23.0,Up,10.0,
563,male,28.0,193.82,87.2,no,CCCC,0.0,4.0,1,Hook,cutlass,1.0,0.03,0.0,Monsters University,8.0,
564,male,21.0,189.81,91.9,yes,CCCC,12.0,39.0,0,Jack Sparrow,scimitar,0.0,3.05,25.0,WALL-E,10.0,
565,male,26.0,171.16,74.6,yes,CCCC,10.0,7.0,1,Jack Sparrow,sabre,1.0,6.43,19.0,Inside Out,7.0,
566,male,25.0,174.57,75.4,yes,CCCC,11.0,22.0,2,Jack Sparrow,cutlass,1.0,0.25,13.0,Up,15.0,
567,female,30.0,178.34,83.1,yes,CCCC,11.0,14.0,1,Lewis Scot,cutlass,1.0,0.31,0.0,Toy Story 2,4.0,
568,male,24.0,164.6,68.2,yes,CCCC,12.0,36.0,0,Jack Sparrow,cutlass,0.0,0.5,17.0,Finding Nemo,7.0,
569,female,28.0,171.86,70.5,yes,CCCC,14.0,8.0,1,Jack Sparrow,cutlass,0.0,0.69,1.0,Up,10.0,
570,male,29.0,177.9,75.4,yes,CCCC,5.0,12.0,8,Blackbeard,cutlass,1.0,1.0,28.0,Inside Out,8.0,
571,female,36.0,159.42,61.2,yes,JSSFP,10.0,5.0,3,Blackbeard,cutlass,1.0,0.03,0.0,Monsters University,13.0,
572,female,35.0,153.05,57.3,yes,JSSFP,16.0,56.0,3,Blackbeard,scimitar,1.0,3.35,0.0,Inside Out,13.0,
573,female,27.0,177.11,79.2,yes,CCCC,9.0,3.0,3,Jack Sparrow,cutlass,0.0,1.7,1.0,Finding Nemo,4.0,
574,male,29.0,168.89,68.2,yes,CCCC,11.0,77.0,2,Jack Sparrow,cutlass,0.0,1.6,22.0,Finding Nemo,8.0,
575,female,32.0,156.42,52.3,yes,JSSFP,6.0,5.0,1,Lewis Scot,cutlass,1.0,1.17,1.0,Toy Story 2,18.0,
576,male,28.0,192.92,88.1,yes,CCCC,11.0,30.0,0,Jack Sparrow,cutlass,1.0,1.19,27.0,The Incredibles,8.0,
577,female,25.0,176.26,79.8,yes,CCCC,8.0,19.0,6,Anicetus,cutlass,0.0,1.89,0.0,The Incredibles,20.0,
578,male,27.0,169.74,61.7,yes,CCCC,12.0,17.0,14,Anicetus,cutlass,1.0,0.7,22.0,Inside Out,14.0,
579,female,25.0,150.92,58.5,yes,CCCC,14.0,4.0,3,Hook,cutlass,1.0,0.24,0.0,Inside Out,6.0,
580,female,17.0,146.93,53.4,yes,CCCC,10.0,8.0,1,Lewis Scot,cutlass,1.0,0.14,1.0,Inside Out,8.0,
581,male,31.0,178.12,73.0,no,JSSFP,3.0,15.0,4,Jack Sparrow,scimitar,1.0,3.7,6.0,Up,8.0,
582,female,31.0,177.83,74.9,yes,JSSFP,13.0,22.0,2,Jack Sparrow,cutlass,1.0,0.99,0.0,Inside Out,9.0,
583,male,22.0,179.81,83.4,no,CCCC,6.0,0.0,1,Jack Sparrow,banana,1.0,55.13,8.0,Inside Out,11.0,
584,male,21.0,167.65,71.8,yes,CCCC,4.0,28.0,6,Jack Sparrow,cutlass,1.0,0.1,6.0,Inside Out,11.0,
585,other,27.0,184.81,79.5,yes,CCCC,10.0,0.0,4,Anicetus,cutlass,0.0,0.65,21.0,Finding Nemo,11.0,
586,male,32.0,167.82,63.4,yes,JSSFP,11.0,9.0,1,Hook,cutlass,0.0,2.65,18.0,Up,12.0,
587,male,17.0,169.67,72.0,yes,CCCC,9.0,8.0,0,Jack Sparrow,cutlass,1.0,0.5,19.0,The Incredibles,10.0,
588,male,16.0,180.6,84.5,yes,CCCC,11.0,21.0,2,Jack Sparrow,cutlass,1.0,0.51,18.0,Inside Out,12.0,
589,male,22.0,179.33,79.9,yes,CCCC,13.0,15.0,0,Jack Sparrow,cutlass,0.0,0.0,26.0,Finding Nemo,15.0,
590,male,22.0,163.93,71.3,yes,CCCC,9.0,19.0,1,Jack Sparrow,cutlass,1.0,0.25,20.0,A Bug's Life,13.0,
591,female,28.0,156.16,56.1,yes,CCCC,6.0,27.0,3,Lewis Scot,cutlass,0.0,1.39,1.0,"Monsters, Inc.",7.0,
592,male,25.0,188.69,95.1,no,CCCC,3.0,46.0,0,Edward Low,banana,1.0,16.32,11.0,Inside Out,9.0,
593,male,31.0,169.13,67.4,yes,JSSFP,9.0,5.0,0,Jack Sparrow,sabre,1.0,3.83,22.0,Inside Out,9.0,
594,female,25.0,165.39,67.5,yes,CCCC,14.0,17.0,0,Jack Sparrow,sabre,1.0,0.64,0.0,Inside Out,16.0,
595,female,38.0,164.45,65.5,no,JSSFP,6.0,34.0,4,Blackbeard,scimitar,1.0,13.68,1.0,Inside Out,6.0,
